itemName,date,price1,price10,price100
Scaraleaf Entrails,13-07-2022,194,1888,25854
Scaratos Carapace,13-07-2022,490,8994,49998
Scaratos Horn,13-07-2022,2600,29990,475000
Scarecro Tongue,13-07-2022,87,800,23884
Scoliopode Leg,13-07-2022,2695,44993,
Scordion Tail,13-07-2022,239,2843,13977
Scratchotep Ear,13-07-2022,1343,13293,
Scrawny Bwak,13-07-2022,1196,,
Sculucanus Pincer,13-07-2022,2545,22332,
Scurvion Blood,13-07-2022,152,1300,13994
Scurvion Carapace,13-07-2022,180,2409,11808
Scurvion Entrails,13-07-2022,50,594,4987
Scurvion Leg,13-07-2022,1,380,3782
Scurvion Pincer,13-07-2022,130,1500,11139
Scurvion Seed,13-07-2022,550,5545,27891
Scurvion Tail,13-07-2022,240,2440,12172
Seal of the Founders,13-07-2022,698666,,
Seasonal Pebble,13-07-2022,2995,27993,277993
Second Air Fragment,13-07-2022,104999,,
Second Earth Fragment,13-07-2022,569999,,
Second Fire Fragment,13-07-2022,889952,,
Second Part of the Dragc...,13-07-2022,59,690,
Second Sphincter Dungec...,13-07-2022,19,1396,
Second Water Fragment,13-07-2022,537999,,
Secret Royal Tofu House ...,13-07-2022,3333,,
Seed of Contention,13-07-2022,200,2098,14795
Segmantid Pixel,13-07-2022,794,7964,78899
Selenite Stone,13-07-2022,8697,88857,
Sepiolite,13-07-2022,2097,13969,147947
Serpula Flake,13-07-2022,5878,63784,598974
Serpula Peduncle,13-07-2022,1798,27899,
Serpulax Peduncle,13-07-2022,2900,37799,
Serpulax Volva,13-07-2022,17748,199999,
Servitude's Lock,13-07-2022,106998,999648,
Sesame Qil,13-07-2022,499,949,16000
Sesame Seed,13-07-2022,3,20,
Sethen Beard,13-07-2022,100,879,17994
Severed Demonic Rose,13-07-2022,50,,
Sewer Arachnee Leg,13-07-2022,96,1989,9999
Sewer Keeper Eye,13-07-2022,894,21997,
Sewer Keeper Leg,13-07-2022,350,1998,
Shackles of Tyranny Key,13-07-2022,69999,,
Shadow Essence,13-07-2022,45944,449998,
Shadow Horn,13-07-2022,3393,27774,
Shadow's Pyramid Key,13-07-2022,12998,,
Shaman Pingwin Beard Hail,13-07-2022,489,5789,49995
Shaman Pingwin Giant Fi: ...,13-07-2022,299,6379,107779
Shape-Shifting Dragoss F ...,13-07-2022,18699,399995,
Shape-Shifting Dragoss S ...,13-07-2022,2099,22687,198999
Sharcut Tongue,13-07-2022,1993,19991,327999
Sharp Blade,13-07-2022,13188,133763,
Shell Pedestal,13-07-2022,8633,,
Sherpere Helmet,13-07-2022,100,1000,
Shihan Hair Stick,13-07-2022,7996,71595,699999
Shihan and Hanshi Essence,13-07-2022,53999,,
Shimmering Silk,13-07-2022,36490,,
Shin Larva Essence,13-07-2022,9666,99999,
Shin Larva Skin,13-07-2022,190,1981,
Shin Larva Tooth,13-07-2022,891,,
Shinlam Semi-Clouton,13-07-2022,7888,74699,
Shinobuubusu Mask,13-07-2022,340,,39999
Shiny Sardine,13-07-2022,10,199,2220
Shogqun Tofugawa's Tomit ...,13-07-2022,10985,99997,
Short-Tempered Arachno...,13-07-2022,309,3486,39999
Short-Tempered Dark Tre...,13-07-2022,1494,24996,
Short-Tempered Dark Tr...,13-07-2022,799,9999,
Short-Tempered Treechn- ...,13-07-2022,767,7995,
Short-Tempered Treechn ...,13-07-2022,1890,18397,159997
Shredded Drakoalak Hea ...,13-07-2022,18890,,
Shroud,13-07-2022,391,4997,59998
Shrubstrate,13-07-2022,649,3999,47493
Shrynk Rat's Magic Skull,13-07-2022,486,5012,34591
Sick Arachnee Hairs,13-07-2022,600,5974,199997
Sickle-Hammerhead Shark,13-07-2022,250,1099,5766
Sickly Skin,13-07-2022,79,1046,
Siktrin Bass,13-07-2022,52977,,
Silf the Greater Bherb Esx...,13-07-2022,57554,,
Silicate,13-07-2022,898,3333,16821
Silk String,13-07-2022,40,999,12875
Silkworm Cocoon,13-07-2022,697,9000,108942
Silver,13-07-2022,993,3000,38807
Silyrus Moustache,13-07-2022,18884,189897,
Sinistrofu Tail,13-07-2022,19989,197996,
Sinistrofu Wing,13-07-2022,3747,37788,379998
Skateman Brain,13-07-2022,2050,56999,
Skateman Incus,13-07-2022,4990,49987,799998
Skeleton Black Wabbit H ...,13-07-2022,370,3984,38868
Skeleton Black Wabbit O ...,13-07-2022,137,2490,30000
Skeleton Dungeon Key,13-07-2022,1369,,
Skeleton Wabbit Bone,13-07-2022,791,11992,140000
Skeleton Wabbit Skull,13-07-2022,897,9096,
Skentu Hood,13-07-2022,2098,25900,
Skeunk Essence,13-07-2022,68882,,
Skeunk Hair,13-07-2022,199,999,
Skeunk Skin,13-07-2022,29572,437100,
Skeunk's Hideout Key,13-07-2022,4986,40000,
Skoul Claw,13-07-2022,2699,28998,
Skt-Zo Leg,13-07-2022,11499,112996,
Skull and Crossbones,13-07-2022,398,4464,34791
Slab,13-07-2022,59998,699999,
Slate Dragoss Scale,13-07-2022,85,,17591
Slate Dragoss Shell,13-07-2022,789,996,19980
Slate Dreggon Egg,13-07-2022,124,1299,19969
Slate Dreggon Shell,13-07-2022,297,3452,29645
Slave Necklace,13-07-2022,10948,109999,1499999
Slender Tube,13-07-2022,100,120,1899
Slicing Canine,13-07-2022,752,7465,
Slimy Scale,13-07-2022,7,90,3993
Slimy Silk,13-07-2022,499,2693,
Small Golden Pearl,13-07-2022,630,4974,
Small Sandy Carp,13-07-2022,18999,,
Smashlete Pixel,13-07-2022,1439,10555,
Smiths' Chest Lock,13-07-2022,693,5999,
Smiths' Essence,13-07-2022,3399,32999,
Snailmet Shell,13-07-2022,1444,17994,177777
Snailmet Slobber,13-07-2022,3554,22899,259998
Snapper Ol,13-07-2022,9993,29994,280000
Snedon Statuette,13-07-2022,888882,,
Sneerena Golden Eyelid,13-07-2022,2118,18299,179949
Snowdew Bract,13-07-2022,9998,150000,
Snowdew Sepal,13-07-2022,2800,43658,
Snowdrop,13-07-2022,1197,3989,14497
Snowflake,13-07-2022,2386,12498,49500
Snowfoux Den Key,13-07-2022,12000,159998,
Snowfoux Tear,13-07-2022,4999,44946,815000
Soft Oak Amber,13-07-2022,3878,59998,
Soft Oak Bark,13-07-2022,682,5249,
Soft Oak Bud,13-07-2022,3694,,
Soft Oak Clearing Key,13-07-2022,4996,,
Soft Oak Essence,13-07-2022,54999,499999,
Soft Oak Root,13-07-2022,2379,18865,
Solar Pebble,13-07-2022,12492,79997,
Solar's Brain,13-07-2022,28753,237991,
Soldier's Pike,13-07-2022,1565,15989,148994
Solfatara Residue,13-07-2022,3298,49600,398900
Solfatara Ulna,13-07-2022,1165,17998,199995
Soryo Snowfoux Ear,13-07-2022,124,1784,15987
Soryo Snowfoux Paw,13-07-2022,1400,16897,140000
Spadere Eye,13-07-2022,80,500,8149
Spanner Stilt,13-07-2022,888,9990,
Spanner Tooth,13-07-2022,305,3397,28986
Sparkling Pebble,13-07-2022,219770,2449690,
Sparo's Humerus,13-07-2022,281,2840,28492
Sparo's Scarf,13-07-2022,406,408,97999
Spectral Flame,13-07-2022,196,2103,21107
Sphincter Cell Ear,13-07-2022,1996,17293,
Sphincter Cell Essence,13-07-2022,39994,,
Sphincter Cell Fabric,13-07-2022,1776,33698,
Sphincter Cell Femur,13-07-2022,553,2551,63565
Sphincter Cell Skin,13-07-2022,1466,1448,25892
Spices,13-07-2022,204,2026,21999
Spinal Cord,13-07-2022,45,695,13988
Spirigneous Remains,13-07-2022,4499,44000,
Spirit Abode Key,13-07-2022,21630,316418,
Spiritabby Tail,13-07-2022,26,500,11995
Spitfoux Skin,13-07-2022,545,9996,149997
Spoiled Carrion,13-07-2022,10497,102997,
Spoiled Meat,13-07-2022,1999,18000,249999
Sponge Mob Essence,13-07-2022,1992,19900,
Sponge Mob Skin,13-07-2022,72,736,
Spookkoth's Eye,13-07-2022,5990,65000,
Spykbal Ball,13-07-2022,2,65,1500
Squashed Arachnee,13-07-2022,2990,64997,
Squashed Short-Tempere ...,13-07-2022,1294,19900,169999
Squirrol Fabric,13-07-2022,1674,11998,
Sramurai Bone,13-07-2022,3264,33991,599991
Stabba Fibula,13-07-2022,7890,75998,
Stabba Tail,13-07-2022,2498,31799,
Stalak Ethmoid,13-07-2022,13900,150000,
Stalak Incisor,13-07-2022,12467,119993,999996
Stale Carrion,13-07-2022,4000,,
Stale Meat,13-07-2022,445,4197,41900
Stapleworm Spike,13-07-2022,1452,12295,122799
Starfish Eyelid,13-07-2022,178,1674,25877
Starfish Tongue,13-07-2022,196,2694,38799
Staruman Eyebrow,13-07-2022,595,3796,41000
Starven Tongue,13-07-2022,1185,8987,
Steam Crackler Egg,13-07-2022,3998,39998,
Steam Crackler Heart,13-07-2022,2499,25632,379998
Steamcrab Carapace,13-07-2022,629,6297,
Steamcrab Claw,13-07-2022,12222,126631,
Steamopump,13-07-2022,9496,,
Steel Plate,13-07-2022,29999,280000,
Stellia's Panties,13-07-2022,49998,,
Sterile Sail,13-07-2022,7684,77537,
Still Water,13-07-2022,24,320,3894
Storm Flax,13-07-2022,4600,,
Strange Ore,13-07-2022,175,3781,38795
Strawberry,13-07-2022,100,1988,4990
Strawberry Jelly,13-07-2022,385,3421,39999
Strawberry Rabmajoke #1,13-07-2022,347,,
Strawberry Rabmajoke #2,13-07-2022,965,,
Strawberry Rabmajoke #3,13-07-2022,393,,
Strawberry Rabmajoke #4,13-07-2022,416,,
Strawberry Rabmajoke #5,13-07-2022,640,,
Strawberry Rabmajoke #6,13-07-2022,476,,
Strawberry Rabmajoke #7,13-07-2022,460,,
Strawberry Rabmajoke #8,13-07-2022,499,,
Stretch Leg,13-07-2022,799,7333,296997
Stretch Wing,13-07-2022,12219,150000,1899999
Stricheetru Beak,13-07-2022,1296,14893,137999
Stricheetru Fluff,13-07-2022,289,3691,29997
Strongboxer Part,13-07-2022,6895,44980,439994
Strubian Milirat Slices,13-07-2022,99,2396,19997
Strubian Raeman Eye,13-07-2022,40,400,30397
Strubian Raeman Wool,13-07-2022,239,2195,24986
Strubian Sickrat Leather,13-07-2022,1000,9998,144700
Strubian Sickrat Mane,13-07-2022,5,95,2699
Stunted Rat Fabric,13-07-2022,96,631,4758
Stunted Rat Paw,13-07-2022,300,1880,17883
Submerged Ones' Shell,13-07-2022,6899,74998,
Sucatrose Tooth,13-07-2022,14398,143863,
Sucgunner Aquarachnee,13-07-2022,10910,120000,
Sulphur Pouch,13-07-2022,2500,20996,
Summoning Branch Eye,13-07-2022,2499,15887,
Summoning Branch Finger,13-07-2022,200,3996,
Sunflower Seed,13-07-2022,1450,18500,139397
Suntan Lotion,13-07-2022,198,3598,
Surf Board,13-07-2022,558,5600,69996
Suspicious Pouch,13-07-2022,6,58,
Suspicious Wrapper,13-07-2022,75,750,
Sweet Barley,13-07-2022,6999,,
Sword Pommel,13-07-2022,1287,9998,69847
Swordfish,13-07-2022,140,1399,12868
Sylargh Essence,13-07-2022,229972,,
Sylargh's Carrier Key,13-07-2022,27651,,
Sylargh's Incisor,13-07-2022,49899,,
Sylargh's Wool,13-07-2022,17767,113965,
Sylvan Seal,13-07-2022,22995,,
Sylvan Substrate,13-07-2022,18992,239657,
Synthetic Leather,13-07-2022,37984,,
Synthetic Root,13-07-2022,96995,,
Tal Kasha Hair,13-07-2022,12949,119452,
Talklyka Pirate Claw,13-07-2022,1299,14993,
Talklyka Pirate Rope,13-07-2022,1099,28998,
Tam Voodoo Doll,13-07-2022,7,134,
Tamed Crobak Feather,13-07-2022,443,148,7185
Tankanvil Armour,13-07-2022,650,8600,89999
Tanukoui San Essence,13-07-2022,18973,155000,
Tanukoui San Testicles,13-07-2022,884,4990,
Tanukoui San's Workshor ...,13-07-2022,2444,26997,
Tasty Carrion,13-07-2022,1444333,,
Tasty Meat,13-07-2022,376,3500,25000
Tatatojiki's Broken Pottery,13-07-2022,3,30,9998
Tattered Bwork Boot,13-07-2022,1042,7493,78968
Teleb,13-07-2022,97900,,
Temperaumaturge Cauldron,13-07-2022,5666,59441,
Temple of the Great Oug ...,13-07-2022,2888,33760,
Temporal Powder,13-07-2022,243,410,4131
Temporal Shard,13-07-2022,5798,99972,
Tench,13-07-2022,333,1150,9685
Tender Carrion,13-07-2022,1889,,
Tender Meat,13-07-2022,99,657,3993
Tengu Snowfoux Essence,13-07-2022,94331,,
Tengu Snowfoux Leather,13-07-2022,7399,87000,
Tengu Snowfoux Wool,13-07-2022,12998,130000,
Tentaclobber Tentacle,13-07-2022,9994,108920,1399994
Terristocrat Bomb Fuse,13-07-2022,1798,19999,239999
The Legend of Corruption,13-07-2022,9756871,,
The Legend of Misery,13-07-2022,1399998,,
The Legend of War,13-07-2022,5499912,,
The Queen of Thieves' En...,13-07-2022,17000,179996,
Thermite Carapace,13-07-2022,3774,38600,
Thermite Leg,13-07-2022,485,3984,
Thicket Substrate,13-07-2022,2473,13898,126998
Thierry Voodoo Doll,13-07-2022,100,888,18997
Third Air Fragment,13-07-2022,619984,,
Third Earth Fragment,13-07-2022,649996,,
Third Fire Fragment,13-07-2022,988995,,
Third Water Fragment,13-07-2022,899907,,
Thirtree Loincloth,13-07-2022,105,900,9999
Thriten Tooth,13-07-2022,12,900,12222
Ticket to the Isle O'Anstitch,13-07-2022,439,8886,95399
Tigerfish,13-07-2022,19954,,
Tikokoko Leaf,13-07-2022,1172,12494,
Timber Substrate,13-07-2022,1308,9497,99998
Tin,13-07-2022,931,5337,39950
Tinkerbear Maxilla,13-07-2022,758,5990,76698
Tinkerbear Tail,13-07-2022,3500,38900,
Titinuki Wand,13-07-2022,18,654,
Tiwabbit Ears,13-07-2022,191,1294,17496
Tiwabbit Whiskers,13-07-2022,75,670,6497
Tiwabbit Wosungwee Br: ...,13-07-2022,54,388,5499
Tiwabbit Wosungwee Tol...,13-07-2022,103,1291,12795
Tiwobot Goggles,13-07-2022,7798,113996,
Tofoone Fluff,13-07-2022,106,1987,18385
Tofu Beak,13-07-2022,222,2774,
Tofu Egg,13-07-2022,13,149,1694
Tofu Feather,13-07-2022,3997,,122989
Tofu House Key,13-07-2022,400,4000,
Tofubine Egg,13-07-2022,690,7094,77699
Tofubine Feather,13-07-2022,348,7995,147998
Tofukaz Foot,13-07-2022,297,4699,28550
Tofukaz Stomach,13-07-2022,90,1400,8645
Tofurby Stomach,13-07-2022,180,6245,
Tofuzmo Feather Duster,13-07-2022,425,9500,99658
Tofuzmo Rump,13-07-2022,391,4999,41999
Topaz,13-07-2022,1998,18443,168989
Topaz Stone,13-07-2022,128,1293,
Torpid Bearbarian Hair,13-07-2022,325,3500,38600
Torpid Bearbarian Iris,13-07-2022,1400,20900,
Torreflayer Skin,13-07-2022,2797,33661,
Tortryck Epaulette,13-07-2022,12094,45454,1599999
Totankama's Tablet Fraqg ...,13-07-2022,118954,,
Totankama's Tablet Frag ...,13-07-2022,110000,,
Totankama's Tablet Fraqg ...,13-07-2022,89924,,
Totankama's Tablet Frag ...,13-07-2022,79993,,
Totankama's Tablet Fraqg ...,13-07-2022,110000,,
Tourmaline,13-07-2022,7962,69922,688885
Toxoliath Blood,13-07-2022,,150000,
Toxoliath Essence,13-07-2022,35888,349998,
Translucent Petal,13-07-2022,50,529,9500
Traumatised Rokokonut,13-07-2022,168,1499,15969
Treadfast Beak,13-07-2022,4991,59499,
Treadfast Claw,13-07-2022,1989,17999,188866
Trechepeira Venom,13-07-2022,449,6499,
Tree of Death Key,13-07-2022,149999,,
Treecherous Bark,13-07-2022,3799,39803,
Treecherous Root,13-07-2022,4344,47996,
Treechnee Eye,13-07-2022,492,6000,49999
Treechnee Hair,13-07-2022,32,430,6989
Treechnid Amber,13-07-2022,230,2198,18698
Treechnid Bark,13-07-2022,148,1891,15886
Treechnid Bud,13-07-2022,2,14,
Treechnid Root,13-07-2022,96,998,9963
Tremrus Skin,13-07-2022,3894,38887,
Tri Pandkin,13-07-2022,12960,,
Tritun Skin,13-07-2022,2766,38983,379999
Troofle,13-07-2022,195,1349,18999
Trool Bracelet of Strength,13-07-2022,56799,699000,
Trool Fair Snow Globe,13-07-2022,49,,
Troolaraj Briefs,13-07-2022,190,2199,49999
Troolaraj Mane,13-07-2022,793,11993,199999
Troolewd Hair,13-07-2022,496,4824,44000
Trooligark Epaulette,13-07-2022,589,8000,99998
Trout,13-07-2022,19,168,1413
Trubout Feather,13-07-2022,808,8499,45975
Trubout Mite,13-07-2022,400,5495,54942
Trumperelle Trunk,13-07-2022,7666,79999,
Trunkiblop Root,13-07-2022,4,131,1899
Trunknid Eyebrows,13-07-2022,318,3900,39699
Trunknid Wood,13-07-2022,1389,14000,199894
Tryde Trident,13-07-2022,2299,38985,399999
Tsukinochi Crescent,13-07-2022,1298,14399,147285
Tsunam Ellipsis,13-07-2022,7980,29962,
Tuft of Ruby's Hair,13-07-2022,480,8852,33999
Tuft of Siks-T Hair,13-07-2022,30,284,4994
Tuft of White Hair,13-07-2022,97,2400,28999
Tunder Alloy,13-07-2022,379997,,
Tupe-Halett Pike,13-07-2022,16996,,
Turtelonia's Sanctuary Key,13-07-2022,134860,,
Turtelonia's Scale,13-07-2022,46507,415000,
Turtle Milk,13-07-2022,,1000,11769
Twansgenic Cawwot,13-07-2022,398,3885,31397
Twelve Fingeres Ear,13-07-2022,100,1000,17300
Twentoo Skin,13-07-2022,68,753,5994
Two Kingdoms Haiku: Blc...,13-07-2022,21994,,
Two Kingdoms Haiku: Fe ...,13-07-2022,8998,,
Two Kingdoms Haiku: Hz ...,13-07-2022,16893,,
Two Kingdoms Haiku: Pa: ...,13-07-2022,23331,,
Two Kingdoms Haiku: Sleep,13-07-2022,17997,,
Tynril Amber,13-07-2022,3500,44999,550000
Tynril Bark,13-07-2022,6345,99995,
Tynril Calyx,13-07-2022,4698,18997,468998
Tynril Essence,13-07-2022,69459,,
Tynril Lab Key,13-07-2022,394,9997,
Tynril Pistil,13-07-2022,190,1891,29999
Typhomet Horn,13-07-2022,6299,58791,705000
Uchiwang Ribbon,13-07-2022,255,1555,
Ugly Tofu Beak,13-07-2022,810,12222,
Ugly Tofu Tuft,13-07-2022,390,4955,49999
Ultram,13-07-2022,798999,,
Undergrowth Substrate,13-07-2022,3287,24894,339999
Unique Kralove,13-07-2022,36994,,
Used Bwork Protection,13-07-2022,7995,,
Ush Essence,13-07-2022,98999,,
Ush's Moustache,13-07-2022,7799,68997,
Ush's Plateau Key,13-07-2022,19726,249995,
Valley of the Lady of the ...,13-07-2022,1111,19996,
Vampire Blood,13-07-2022,55,693,9994
Vampire Straw,13-07-2022,770,,59999
Vampiric Liquid,13-07-2022,744,,
Vampiwe Wabbit Teeth,13-07-2022,5900,48698,
Venerable Ashes,13-07-2022,8950,85000,
Venerable Mastogob Tail,13-07-2022,72,1864,66794
Venerable Mastogob Wool,13-07-2022,975,9537,74999
Venerable Mud,13-07-2022,19997,,
Venerable Powder,13-07-2022,1597,16799,
Venerable Puddle,13-07-2022,3400,33000,
Venerable Smoke,13-07-2022,6595,64998,
Venerable Treechnid Bark,13-07-2022,390,2886,24999
Venerable Treechnid Root,13-07-2022,392,3444,10988
Vengeance Mask,13-07-2022,3859,27777,
Venomica Wool,13-07-2022,4390,57795,
Venomous Brockhard Sce...,13-07-2022,775,7769,125000
Venomous Brockhard Tail,13-07-2022,2400,43798,240000
Verminoculate Eye,13-07-2022,997,8695,86499
Vespal Bearbarian Antenna,13-07-2022,305,3079,31495
Vespal Bearbarian Wings,13-07-2022,1349,20486,209999
Vetauran Hair,13-07-2022,885,6981,44750
Vetauran Tin,13-07-2022,13,223,
Vibrating Rovyal Tofu Fea ...,13-07-2022,842,14990,
Vice Mask,13-07-2022,430,4300,
Vigi Pirate Eye,13-07-2022,1500,19899,
Vigi Pirate Fabric,13-07-2022,379,3895,47899
Vigilante Insignia,13-07-2022,17895,,
Vilinsekt Antennae,13-07-2022,8,40,
Violence Mask,13-07-2022,4642,44495,
Virgin Forest Substrate,13-07-2022,2892,19959,199991
Viring Shell,13-07-2022,239,2997,54788
Vivacity Mask,13-07-2022,850,8984,99999
Void Mask,13-07-2022,2390,24997,
Voldelor's Foot,13-07-2022,99992,,
Vood,13-07-2022,32998,,
Vortex Essence,13-07-2022,915000,,
Vortex Wing,13-07-2022,57984,497638,
Vortex's Eye Key,13-07-2022,46994,449997,6418097
Wa Wabbit Essence,13-07-2022,12982,114999,
Wa Wabbit Fabric,13-07-2022,1500,17850,
Wa Wabbit Hair,13-07-2022,704,6300,
Wa Wabbit's Castle Key,13-07-2022,10985,94994,
Wa Wabbit's Warren Key,13-07-2022,4998,41994,
Wa Wobot Beard,13-07-2022,9000,124981,
Wa Wobot Essence,13-07-2022,8500,88000,
Wabbit Bolt,13-07-2022,98,791,9000
Wabbit Fabric,13-07-2022,68,477,2098
Wabbit Paw,13-07-2022,130,999,15554
Wabbit Teeth,13-07-2022,5,50,144
Waddict Foundry Key,13-07-2022,1995,15200,
Waddict Tooth,13-07-2022,300,2999,30799
Walnut,13-07-2022,48,199,1988
Walnut Qil,13-07-2022,1300,4887,75999
Walnut Sap,13-07-2022,9898,,
Walnut Shell,13-07-2022,302,,
Walnut Wood,13-07-2022,87,746,6297
War Essence,13-07-2022,299999,,
War's Cap,13-07-2022,15992,121983,
Warguerite Bark,13-07-2022,2887,22928,
Warguerite Bract,13-07-2022,251,3494,12979
Warmonbeer Tooth,13-07-2022,6500,65600,699995
Wastrel Feather,13-07-2022,6638,68808,499995
Watchamatrich Rump,13-07-2022,278,3499,39895
Watchamatrich Tongue,13-07-2022,7714,75692,799999
Water Pandawushu Artefact,13-07-2022,922,9998,99937
Waterworm,13-07-2022,97,894,19916
Weremoggy Catzino Token,13-07-2022,99991,,
Weremoggy Claw,13-07-2022,6397,33625,290000
Wewe-Wabbit Blood,13-07-2022,12986,,
Whale Salt,13-07-2022,899,11492,105000
Wheat,13-07-2022,3,30,
Whip Handle,13-07-2022,473,4800,
White Boxers,13-07-2022,1300,,
White Rat Essence,13-07-2022,5399,49900,
White Rat Mane,13-07-2022,647,4793,48999
White Rat's Pantry Key,13-07-2022,2994,42000,
White Scaraleaf Antennae,13-07-2022,29,100,4884
White Scaraleaf Carapace,13-07-2022,55,355,11444
White Scaraleaf Wings,13-07-2022,462,2221,25699
Whitepaw Wabbit Staff,13-07-2022,491,13999,
Whitish Fang Ears,13-07-2022,40,1428,20974
Whitish Fang Fabric,13-07-2022,299,2984,37430
Whitish Fang Fur,13-07-2022,58,594,7554
Whitish Fang Paw,13-07-2022,150,1444,14895
Whitish Fang Tail,13-07-2022,29,1128,12324
Wild Grass,13-07-2022,179,1999,
Wild Koalak Femur,13-07-2022,776,8500,88000
Wild Koalak Scarf,13-07-2022,2485,24999,299999
Wild Mint,13-07-2022,,,2469
Wild Sunflower Leaf,13-07-2022,329,3400,57900
Wild Sunflower Qil,13-07-2022,18620,,
Wild Sunflower Petal,13-07-2022,76,699,8499
Wind Dojo Key,13-07-2022,1352,20000,
Wind Kwak Beak,13-07-2022,192,1991,22991
Wind Kwak Feather,13-07-2022,739,9993,30799
Wind Pandawushu Artefact,13-07-2022,1299,13947,98871
Wo Wabbit Hair,13-07-2022,180,1849,32000
Wo Wabbit Stomach,13-07-2022,472,1745,9700
Wobot Helmet,13-07-2022,799,9999,89979
Wobot Wosungwee Fur,13-07-2022,649,6500,
Wolling Evening Key Frac...,13-07-2022,1789,17986,
Wood Pandawushu Artefact,13-07-2022,1243,13995,99770
Wooden Disk,13-07-2022,60,868,
Woolly Bow Meow Hair,13-07-2022,736,5389,52880
Woolly Bow Meow Sternum,13-07-2022,1000,2880,29855
Woolly Piggoth Leather,13-07-2022,393,1287,13825
Woolly Piggoth Tusk,13-07-2022,1668,9968,146892
Worm-Ridden Wood,13-07-2022,214,1719,13538
Worn Coral,13-07-2022,7,,3990
Worn Lantern,13-07-2022,448,4644,
Worn Oar Wood,13-07-2022,951,9848,
Wukang Haiku: Heat,13-07-2022,137997,,
Wukang Haiku: Morning,13-07-2022,77000,,
Wukang Haiku: Sakura,13-07-2022,1999997,,
Wukang Haiku: Thunder,13-07-2022,84990,,
Wukang Haiku: White,13-07-2022,43000,,
Wukin Haiku: Black,13-07-2022,250000,,
Wukin Haiku: Cold,13-07-2022,74998,,
Wukin Haiku: Evening,13-07-2022,110000,,
Wukin Haiku: Sakura,13-07-2022,300000,,
Wukin Haiku: Scarecrow,13-07-2022,599997,,
Wunkie Tendon,13-07-2022,100,998,
Wurmlord Essence,13-07-2022,141785,,
Wurmlord Eye,13-07-2022,6397,63986,650000
XLII Essence,13-07-2022,24982,249989,
XLII Horn,13-07-2022,800,7499,111111
XLII's Metronomicon Key,13-07-2022,19989,199977,1800000
Xelomorph Symbol,13-07-2022,4400,59999,
Yazkooalak Ear,13-07-2022,6,495,
Yellow Carapace,13-07-2022,250,3600,38794
Yellow Larva Skin,13-07-2022,40,200,23987
Yellow Mage Metaria,13-07-2022,3300,,
Yellow Metaria,13-07-2022,348,6010,44464
Yellow Piwi Feather,13-07-2022,148,1298,9200
Yellow Triam Metaria,13-07-2022,889,8888,105999
Yew Sap,13-07-2022,27489,,
Yew Wood,13-07-2022,149,699,3688
Yokai Snowfoux Skull,13-07-2022,1499,16885,155000
Yokai Snowfoux Wool,13-07-2022,758,8394,39970
Yoloinist Crab Claw,13-07-2022,3279,32000,399998
Yomi Snowfoux Malleolus,13-07-2022,599,6679,35874
Yomi Snowfoux Tail,13-07-2022,939,9469,164998
Yosh,13-07-2022,55996,,
Yuara Pirate Qil,13-07-2022,647,17876,133089
Yuara Pirate Shell,13-07-2022,1700,24891,259997
Zaihn,13-07-2022,289999,,
Zatoishwan's Hairs,13-07-2022,444406,,
Zinzolin Prysmaradite,13-07-2022,999945,,
Zipper,13-07-2022,34372,300000,
Zombrute Flesh,13-07-2022,1999,17899,179999
Zoth Abacus,13-07-2022,7,500,8841
